iter	Passed	Remaining
583	116042	82660
584	116210	82439
585	116396	82232
586	116586	82027
587	116761	81812
588	116940	81600
589	117110	81381
590	117278	81162
591	117441	80939
592	117612	80721
593	117791	80510
594	117956	80289
595	118128	80073
596	118301	79858
597	118482	79648
598	118652	79431
599	118827	79218
600	118999	79003
601	119166	78784
602	119361	78584
603	119575	78397
604	119751	78184
605	119925	77971
606	120092	77753
607	120270	77542
608	120455	77336
609	120643	77132
610	120825	76924
611	121016	76722
612	121184	76506
613	121357	76293
614	121544	76089
615	121722	75879
616	121907	75673
617	122094	75469
618	122288	75269
619	122457	75054
620	122640	74848
621	122820	74639
622	123010	74438
623	123207	74240
624	123387	74032
625	123563	73822
626	123750	73618
627	123916	73402
628	124083	73187
629	124331	73020
630	124967	73078
631	125545	73102
632	126224	73182
633	127026	73330
634	127676	73388
635	128347	73456
636	128926	73469
637	129626	73549
638	129916	73395
639	130113	73188
640	130280	72965
641	130461	72749
642	130630	72527
643	130821	72317
644	131001	72101
645	131181	71885
646	131356	71667
647	131522	71444
648	131700	71227
649	131863	71003
650	132044	70788
651	132209	70565
652	132380	70346
653	132555	70128
654	132741	69917
655	132909	69696
656	133091	69483
657	133264	69265
658	133443	69050
659	133622	68835
660	133811	68626
661	133993	68413
662	134167	68196
663	134339	67979
664	134511	67761
665	134700	67552
666	134877	67337
667	135045	67118
668	135212	66898
669	135408	66693
670	135571	66472
671	135752	66260
672	135919	66041
673	136106	65831
674	136283	65617
675	136474	65410
676	136651	65196
677	136819	64979
678	136985	64760
679	137160	64545
680	137339	64333
681	137512	64118
682	137672	63897
683	137847	63683
684	138027	63472
685	138217	63265
686	138395	63053
687	138570	62840
688	138758	62632
689	138933	62419
690	139361	62319
691	139998	62311
692	140753	62353
693	141374	62335
694	141937	62289
695	142566	62270
696	143282	62287
697	144014	62309
698	144610	62271
699	144828	62069
700	144995	61845
701	145176	61627
702	145340	61402
703	145519	61184
704	145709	60970
705	145878	60748
706	146044	60524
707	146211	60301
708	146389	60083
709	146566	59864
710	146737	59644
711	146902	59421
712	147072	59200
713	147245	58980
714	147416	58760
715	147620	58553
716	147802	58337
717	147967	58115
718	148140	57896
719	148326	57682
720	148505	57466
721	148676	57246
722	148858	57031
723	149059	56823
724	149237	56607
725	149419	56392
726	149608	56180
727	149802	55970
728	149982	55754
729	150147	55533
730	150317	55315
731	150504	55102
732	150674	54884
733	150844	54665
734	151037	54455
735	151206	54237
736	151382	54021
737	151559	53805
738	151730	53588
739	151897	53369
740	152071	53153
741	152242	52935
742	152420	52721
743	152612	52511
744	152787	52296
745	152975	52085
746	153151	51870
747	153336	51658
748	153506	51442
749	153674	51224
750	153852	51010
751	154024	50795
752	154191	50577
753	154367	50364
754	154533	50146
755	154735	49941
756	154907	49726
757	155079	49510
758	155251	49296
759	155412	49077
760	155583	48862
761	155755	48647
762	155943	48438
763	156129	48228
764	156302	48014
765	156482	47802
766	156672	47594
767	156854	47382
768	157028	47169
769	157209	46958
770	157397	46749
771	157729	46583
772	158310	46489
773	158905	46398
774	159546	46319
775	160189	46240
776	160830	46158
777	161447	46068
778	162048	45972
779	162729	45898
780	163101	45735
781	163284	45519
782	163459	45300
783	163644	45085
784	163824	44869
785	164019	44656
786	164214	44444
787	164391	44227
788	164576	44012
789	164752	43795
790	164925	43577
791	165101	43359
792	165288	43146
793	165460	42928
794	165647	42714
795	165821	42497
796	166007	42282
797	166180	42065
798	166359	41850
799	166536	41634
800	166721	41420
801	166893	41203
802	167074	40988
803	167262	40775
804	167431	40558
805	167618	40344
806	167819	40135
807	167993	39919
808	168168	39703
809	168347	39488
810	168517	39272
811	168692	39056
812	168868	38841
813	169045	38627
814	169226	38413
815	169412	38200
816	169590	37986
817	169768	37772
818	169934	37555
819	170100	37339
820	170269	37123
821	170432	36906
822	170602	36690
823	170768	36474
824	170968	36265
825	171145	36052
826	171318	35838
827	171497	35624
828	171660	35408
829	171836	35195
830	172011	34981
831	172177	34766
832	172722	34627
833	173437	34521
834	174201	34423
835	175175	34364
836	176005	34275
837	176716	34162
838	177478	34057
839	177952	33895
840	178149	33681
841	178332	33463
842	178505	33244
843	178681	33026
844	178851	32807
845	179033	32590
846	179210	32372
847	179378	32152
848	179562	31936
849	179727	31716
850	179904	31499
851	180075	31280
852	180270	31066
853	180455	30850
854	180632	30633
855	180806	30416
856	181011	30203
857	181186	29986
858	181353	29768
859	181534	29552
860	181703	29334
861	181884	29118
862	182076	28904
863	182256	28688
864	182437	28472
865	182618	28257
866	182791	28040
867	182990	27828
868	183172	27612
869	183355	27397
870	183547	27184
871	183719	26967
872	183896	26752
873	184078	26537
874	184260	26322
875	184470	26112
876	184683	25901
877	184857	25686
878	185024	25469
879	185196	25254
880	185370	25038
881	185546	24823
882	185714	24607
883	185884	24392
884	186068	24178
885	186236	23962
886	186415	23748
887	186616	23537
888	186793	23322
889	186961	23107
890	187379	22922
891	188001	22762
892	188621	22600
893	189220	22435
894	189896	22278
895	190500	22111
896	191173	21951
897	191819	21787
898	192460	21622
899	192745	21416
900	192931	21198
901	193103	20980
902	193280	20762
903	193456	20544
904	193639	20326
905	193811	20108
906	193998	19891
907	194170	19673
908	194337	19455
909	194520	19238
910	194698	19020
911	194873	18803
912	195057	18587
913	195226	18369
914	195397	18151
915	195567	17934
916	195744	17717
917	195912	17499
918	196092	17283
919	196274	17067
920	196444	16850
921	196636	16635
922	196819	16419
923	197020	16205
924	197217	15990
925	197374	15772
926	197549	15556
927	197718	15340
928	197888	15123
929	198064	14908
930	198238	14692
931	198431	14477
932	198611	14262
933	198784	14046
934	198959	13831
935	199135	13616
936	199303	13400
937	199466	13184
938	199633	12968
939	199800	12753
940	199975	12538
941	200461	12342
942	201025	12151
943	201660	11962
944	202266	11772
945	202938	11584
946	203568	11392
947	204183	11199
948	204863	11009
949	205532	10817
950	205801	10603
951	205980	10385
952	206142	10166
953	206313	9948
954	206496	9730
955	206673	9512
956	206845	9293
957	207006	9075
958	207194	8858
959	207379	8640
960	207557	8423
961	207742	8206
962	207918	7988
963	208108	7771
964	208280	7554
965	208468	7337
966	208671	7121
967	208845	6903
968	209018	6686
969	209206	6470
970	209385	6253
971	209560	6036
972	209742	5820
973	209901	5603
974	210081	5386
975	210260	5170
976	210442	4954
977	210622	4737
978	210780	4521
979	210950	4305
980	211130	4089
981	211651	3879
982	212254	3670
983	212816	3460
984	213406	3249
985	214061	3039
986	214735	2828
987	215318	2615
988	216026	2402
989	216684	2188
990	216885	1969
991	217068	1750
992	217262	1531
993	217433	1312
994	217615	1093
995	217787	874
996	217976	655
997	218163	437
998	218346	218
999	218525	0
