iter	MultiClass
377	0.09254749897
378	0.09222188575
379	0.09202537424
380	0.0917687675
381	0.09151707731
382	0.09123548412
383	0.09103664086
384	0.09076992385
385	0.09055987374
386	0.0903521855
387	0.09023326034
388	0.08996791105
389	0.08982267389
390	0.08962549961
391	0.08939808491
392	0.08914432206
393	0.08890442316
394	0.08867159784
395	0.08844837064
396	0.08811528619
397	0.08794747265
398	0.08773709718
399	0.0875072001
400	0.08726040839
401	0.08710648893
402	0.0868915765
403	0.08656044421
404	0.08636908423
405	0.0859951008
406	0.0858598534
407	0.08563996416
408	0.0854413619
409	0.08510834373
410	0.08483803571
411	0.08462172543
412	0.08451868266
413	0.08441310329
414	0.08422592479
415	0.08395902101
416	0.08372831053
417	0.08353878823
418	0.08325462228
419	0.0829406196
420	0.08266490097
421	0.08238776641
422	0.08230763141
423	0.08204758429
424	0.0818343107
425	0.08161897047
426	0.08149615906
427	0.08127369707
428	0.08092075962
429	0.08071447525
430	0.08062045821
431	0.0803813426
432	0.08011084177
433	0.07983851532
434	0.07966869539
435	0.07951748124
436	0.07931205847
437	0.07919105462
438	0.07897289461
439	0.07874156956
440	0.07862252389
441	0.07839230747
442	0.07820925021
443	0.07795250489
444	0.07777066471
445	0.07755990363
446	0.07738296192
447	0.07719131876
448	0.07694426195
449	0.07680543559
450	0.07652413763
451	0.07632980121
452	0.07618420254
453	0.0760198595
454	0.07578329254
455	0.07555883018
456	0.07534504445
457	0.0750504971
458	0.07479239612
459	0.0745630654
460	0.07444113367
461	0.07425743773
462	0.07405404546
463	0.07380965177
464	0.07360463269
465	0.07344914066
466	0.07310554828
467	0.07284865836
468	0.07270204746
469	0.07248073024
470	0.07221636909
471	0.07203709564
472	0.07181601943
473	0.07160568011
474	0.07143041944
475	0.07121118092
476	0.07096194298
477	0.0707888092
478	0.0706320338
479	0.07052433959
480	0.07030997545
481	0.07020804734
482	0.06997516779
483	0.06983629925
484	0.06968017458
485	0.06951011364
486	0.06936029131
487	0.06923279833
488	0.06911710869
489	0.06886117075
490	0.06873231607
491	0.06859929799
492	0.06845763979
493	0.06833807596
494	0.06820435896
495	0.06810034011
496	0.06795672975
497	0.06774000976
498	0.06761263125
499	0.06746573114
500	0.06728582505
501	0.06721587864
502	0.06705915747
503	0.06687951648
504	0.06670749133
505	0.06652824199
506	0.06642177088
507	0.06632668739
508	0.06615850631
509	0.06597806398
510	0.06581185916
511	0.06562928993
512	0.06550653878
513	0.06532057134
514	0.06517693086
515	0.0650431295
516	0.06484043615
517	0.06473968295
518	0.06457918399
519	0.06441669671
520	0.06423025329
521	0.06407886441
522	0.06391064116
523	0.06365470321
524	0.06347437536
525	0.06338575689
526	0.06325761319
527	0.06305423898
528	0.06292842101
529	0.06277326638
530	0.06260266318
531	0.06251183949
532	0.06233637999
533	0.06224132662
534	0.06207903215
535	0.06197814038
536	0.06178076124
537	0.0616257693
538	0.06147046405
539	0.06130661508
540	0.06118694882
541	0.06096659563
542	0.06085021912
543	0.0607270462
544	0.06061479092
545	0.06053283631
546	0.06034004234
547	0.06027794675
548	0.06012164132
549	0.0600146882
550	0.059947423
551	0.05982525629
552	0.05971741747
553	0.05959745597
554	0.05942681662
555	0.05925440586
556	0.05916123235
557	0.05893031701
558	0.05881563961
559	0.05868939986
560	0.05854628357
561	0.05841988717
562	0.05829508142
563	0.05816884168
564	0.05805832768
565	0.05790922837
566	0.05775340495
567	0.05765468827
568	0.05752639394
569	0.05741023434
570	0.05728904973
571	0.05722762896
572	0.05713227433
573	0.05697627016
574	0.05687122703
575	0.05669348398
576	0.0565781679
577	0.05649006157
578	0.05637899928
579	0.05622873109
580	0.05613866657
581	0.05601131217
582	0.05587233518
583	0.05577351004
584	0.05563007441
585	0.05548565668
586	0.05534047374
587	0.05521702366
588	0.05513794307
589	0.05503547269
590	0.05497504006
591	0.05491020301
592	0.0547868915
593	0.05470581055
594	0.05455848867
595	0.05448533686
596	0.05436250737
597	0.05424316647
598	0.05408875898
599	0.05397555171
600	0.05390358687
601	0.05380303853
602	0.05371110621
603	0.05358044397
604	0.05348866228
605	0.05342913342
606	0.05328469159
607	0.05319237365
608	0.05308839096
609	0.0529698273
610	0.05285831312
611	0.05271204565
612	0.05259526546
613	0.0525207881
614	0.05242451162
615	0.05229137906
616	0.05221067769
617	0.05210061558
618	0.05198168439
619	0.05188144334
620	0.05182094442
621	0.05172359546
622	0.05162961457
623	0.05148873362
624	0.0513921137
625	0.05132367359
626	0.05117894255
627	0.05104423139
628	0.05089055294
629	0.05078232851
630	0.05068083421
631	0.05057317013
632	0.05047295016
633	0.05035566686
634	0.05028034899
635	0.05019101052
636	0.05007385977
637	0.04999921673
638	0.04989282094
639	0.04976694572
640	0.04965729633
641	0.04958526822
642	0.04949591468
643	0.04935500963
644	0.04926315865
645	0.04916610793
646	0.04908578615
647	0.04899842694
648	0.04894570655
649	0.04882284091
650	0.04872346447
651	0.04863068862
652	0.04856176047
653	0.04849858035
654	0.04841680047
655	0.04830932617
656	0.04813291167
657	0.04802515118
658	0.04795236089
659	0.04787290974
660	0.04780851554
661	0.04775811484
662	0.0476769405
663	0.0475834115
664	0.04749581731
665	0.04737558167
666	0.04726711925
667	0.04722236716
668	0.04711437169
669	0.04702130964
670	0.04689571158
671	0.04680724977
672	0.04669431364
673	0.04661918256
674	0.04649790456
675	0.04642723814
676	0.04631191001
677	0.04620109475
678	0.04611460619
679	0.04597891895
680	0.04589583763
681	0.04583772469
682	0.04573697149
683	0.04561058715
684	0.04555445649
685	0.04545288387
686	0.04538171736
687	0.0452900381
688	0.0451635212
689	0.04509300541
690	0.04500464904
691	0.04490925826
692	0.044837435
693	0.04475710418
694	0.04470054574
695	0.04457922556
696	0.04446475602
697	0.04438940201
698	0.04431716
699	0.04427585432
